Date,Price,Open,High,Low,Vol.,Change %,SMA-20,BB-upper,BB-lower,Gain / Loss,Average Gain,Average loss,RS,RSI
29-Jan-13,1505.00,1495.50,1505.75,1491.00,1.50M,0.53%,"1,470.26",1511.039324,1429.485676,8,6.65,-0.6,11.08333333,91.72413793
28-Jan-13,1497.00,1495.75,1500.00,1491.25,1.21M,0.08%,"1,464.21",1517.327141,1411.097859,1.25,6.25,-1.9375,3.225806452,76.33587786
25-Jan-13,1495.75,1487.75,1499.25,1486.75,1.59M,0.27%,"1,459.90",1515.741505,1404.058495,4,6.1875,-2.075,2.981927711,74.88653555
24-Jan-13,1491.75,1483.25,1497.75,1482.75,1.83M,0.10%,"1,455.79",1512.618337,1398.956663,1.5,5.9875,-2.3875,2.507853403,71.49253731
23-Jan-13,1490.25,1490.50,1491.25,1484.50,1.19M,0.05%,"1,452.19",1508.546284,1395.828716,0.75,5.9125,-3.0795,1.919954538,65.75289146
22-Jan-13,1489.50,1478.00,1491.50,1475.00,1.47M,0.71%,"1,449.35",1503.301998,1395.407002,10.5,5.875,-3.675,1.598639456,61.51832461
18-Jan-13,1479.00,1475.50,1481.00,1470.50,1.49M,0.22%,"1,447.15",1497.689482,1396.619518,3.25,5.7625,-3.675,1.568027211,61.05960265
17-Jan-13,1475.75,1465.00,1480.50,1460.50,1.75M,0.70%,"1,445.07",1493.467274,1396.666726,10.25,5.6,-4.1,1.365853659,57.73195876
16-Jan-13,1465.50,1467.00,1469.00,1460.00,1.23M,0.02%,"1,443.57",1489.773187,1397.360813,0.25,5.75,-4.1,1.402439024,58.37563452
15-Jan-13,1465.25,1465.00,1468.25,1456.50,1.32M,0.07%,"1,441.92",1487.17248,1396.66152,1,6.6125,-4.1,1.612804878,61.72695449
14-Jan-13,1464.25,1466.75,1471.25,1460.25,1.17M,-0.20%,"1,439.40",1484.785045,1394.023955,-3,6.5625,-4.25,1.544117647,60.69364162
11-Jan-13,1467.25,1469.75,1471.50,1462.25,1.15M,0.02%,"1,437.09",1481.851054,1392.332946,0.25,6.5625,-4.5625,1.438356164,58.98876404
10-Jan-13,1467.00,1456.50,1470.25,1454.75,1.54M,0.77%,"1,435.09",1477.700083,1392.483917,11.25,6.55,-4.775,1.371727749,57.83664459
9-Jan-13,1455.75,1451.50,1459.50,1451.25,1.19M,0.24%,"1,433.32",1473.198801,1393.435199,3.5,6.55,-4.775,1.371727749,57.83664459
8-Jan-13,1452.25,1456.75,1457.00,1446.00,1.37M,-0.24%,"1,431.54",1470.365881,1392.718119,-3.5,6.5875,-4.775,1.379581152,57.97579758
7-Jan-13,1455.75,1460.25,1460.75,1450.75,1.20M,-0.14%,"1,429.73",1467.861334,1391.597666,-2,6.7375,-4.6,1.464673913,59.42668137
4-Jan-13,1457.75,1454.00,1463.00,1451.25,1.51M,0.29%,"1,427.59",1464.350404,1390.833596,4.25,6.975,-4.5,1.55,60.78431373
3-Jan-13,1453.50,1456.00,1460.50,1450.00,1.60M,-0.24%,"1,425.12",1459.94047,1390.29353,-3.5,6.9,-4.5,1.533333333,60.52631579
2-Jan-13,1457.00,1443.00,1458.00,1438.25,1.94M,2.61%,"1,422.72",1455.880816,1389.553184,37,6.9,-4.4,1.568181818,61.0619469
31-Dec-12,1420.00,1388.25,1425.75,1383.50,1.48M,2.60%,"1,420.22",1449.849606,1390.584394,36,5.05,-4.775,1.057591623,51.39949109
28-Dec-12,1384.00,1413.25,1416.75,1382.25,1.06M,-1.90%,"1,419.94",1449.684963,1390.199037,-26.75,3.25,-4.8375,0.671834625,40.18547141
27-Dec-12,1410.75,1413.25,1418.50,1396.00,1.47M,-0.19%,"1,421.53",1446.141866,1396.917134,-2.75,3.6875,-3.5,1.053571429,51.30434783
26-Dec-12,1413.50,1424.00,1425.50,1410.75,578.18K,-0.44%,"1,421.34",1446.354024,1396.329976,-6.25,4.1625,-3.3625,1.237918216,55.31561462
24-Dec-12,1419.75,1424.25,1424.50,1417.50,318.13K,-0.97%,"1,420.54",1447.553695,1393.530305,-13.84,4.1625,-3.3375,1.247191011,55.5
21-Dec-12,1433.59,1445.50,1446.50,1393.00,73.10K,-0.82%,"1,419.72",1447.816537,1391.617463,-11.91,4.1625,-2.7455,1.516117283,60.25622467
20-Dec-12,1445.50,1433.50,1446.25,1431.75,343.85K,0.57%,"1,418.30",1446.312027,1390.287973,8.25,5.0125,-2.15,2.331395349,69.98254799
19-Dec-12,1437.25,1445.00,1450.50,1432.75,505.13K,-0.59%,"1,415.44",1443.446838,1387.428162,-8.5,4.7,-2.15,2.186046512,68.61313869
18-Dec-12,1445.75,1433.75,1448.25,1430.50,875.27K,0.92%,"1,412.89",1441.806841,1383.968159,13.25,4.8875,-1.725,2.833333333,73.91304348
17-Dec-12,1432.50,1421.25,1434.25,1415.00,856.69K,1.24%,"1,409.73",1437.31595,1382.13405,17.5,5.3625,-1.725,3.108695652,75.66137566
14-Dec-12,1415.00,1416.75,1425.50,1411.50,1.04M,-0.21%,"1,406.09",1439.58584,1372.58916,-3,4.9125,-1.725,2.847826087,74.01129944
13-Dec-12,1418.00,1425.75,1431.50,1415.75,1.95M,-0.65%,"1,402.90",1444.079134,1361.720866,-9.25,4.9125,-1.6625,2.954887218,74.7148289
12-Dec-12,1427.25,1431.25,1438.75,1425.75,1.83M,-0.30%,"1,399.65",1445.774374,1353.525626,-4.25,4.9125,-2.1,2.339285714,70.05347594
11-Dec-12,1431.50,1417.50,1434.25,1415.00,1.77M,0.79%,"1,396.84",1442.735062,1350.939938,11.25,4.9125,-2.25,2.183333333,68.58638743
10-Dec-12,1420.25,1416.00,1421.00,1410.75,1.14M,0.30%,"1,394.18",1437.724156,1350.625844,4.25,4.475,-2.25,1.988888889,66.54275093
7-Dec-12,1416.00,1412.25,1422.25,1408.50,1.77M,0.21%,"1,391.95",1434.423707,1349.476293,3,4.2875,-2.25,1.905555556,65.583174
6-Dec-12,1413.00,1406.50,1413.50,1404.00,1.38M,0.34%,"1,389.91",1431.427328,1348.397672,4.75,4.1375,-2.9375,1.408510638,58.48056537
5-Dec-12,1408.25,1402.75,1414.75,1396.75,2.05M,0.20%,"1,388.71",1428.779639,1348.645361,2.75,3.9,-4.75,0.821052632,45.0867052
4-Dec-12,1405.50,1406.00,1411.75,1401.50,1.62M,-0.11%,"1,389.56",1432.024519,1347.100481,-1.5,4.425,-4.75,0.931578947,48.22888283
3-Dec-12,1407.00,1413.25,1424.00,1404.50,1.65M,-0.53%,"1,389.89",1432.958273,1346.816727,-7.5,4.75,-4.675,1.016042781,50.39787798
30-Nov-12,1414.50,1411.50,1419.50,1409.75,1.69M,-0.09%,"1,389.81",1432.762861,1346.862139,-1.25,4.75,-5.1875,0.915662651,47.79874214
29-Nov-12,1415.75,1406.75,1418.50,1404.50,1.88M,0.62%,"1,390.25",1434.420126,1346.079874,8.75,5.575,-5.125,1.087804878,52.10280374
28-Nov-12,1407.00,1397.50,1408.75,1383.00,2.13M,0.68%,"1,389.80",1433.050068,1346.549932,9.5,5.1375,-5.1625,0.995157385,49.87864078
27-Nov-12,1397.50,1404.00,1407.75,1395.50,1.64M,-0.41%,"1,389.83",1433.117487,1346.532513,-5.75,4.6625,-5.1625,0.9031477,47.45547074
26-Nov-12,1403.25,1403.25,1405.00,1395.00,1.22M,-0.14%,"1,390.33",1434.217542,1346.432458,-2,4.6625,-4.875,0.956410256,48.88597641
23-Nov-12,1405.25,1389.00,1407.50,1387.25,913.30K,1.22%,"1,390.54",1434.733616,1346.341384,17,4.6625,-4.8125,0.968831169,49.20844327
21-Nov-12,1388.25,1386.00,1389.75,1377.00,1.07M,0.14%,"1,390.69",1435.113629,1346.261371,2,3.9625,-4.8125,0.823376623,45.15669516
20-Nov-12,1386.25,1380.00,1387.50,1374.00,1.55M,0.27%,"1,391.54",1436.415485,1346.659515,3.75,3.8625,-4.8875,0.79028133,44.14285714
19-Nov-12,1382.50,1360.75,1385.75,1360.25,1.74M,1.67%,"1,392.56",1437.866408,1347.258592,22.75,3.675,-6.05,0.607438017,37.78920308
16-Nov-12,1359.75,1351.50,1360.50,1340.25,2.61M,0.63%,"1,394.94",1442.92129,1346.95371,8.5,2.8375,-6.05,0.469008264,31.92686357
15-Nov-12,1351.25,1354.00,1359.00,1345.25,2.42M,-0.13%,"1,398.15",1444.799138,1351.500862,-1.75,2.4125,-7.425,0.324915825,24.52350699
14-Nov-12,1353.00,1373.25,1381.75,1349.50,2.45M,-1.31%,"1,403.16",1450.135694,1356.189306,-18,2.4125,-7.6125,0.316912972,24.06483791
13-Nov-12,1371.00,1378.25,1386.25,1365.75,1.95M,-0.53%,"1,408.36",1454.978929,1361.746071,-7.25,2.8,-6.7125,0.417132216,29.43495401
12-Nov-12,1378.25,1375.25,1381.75,1372.50,1.14M,0.18%,"1,412.28",1458.82291,1365.72709,2.5,3.4875,-6.35,0.549212598,35.45108005
9-Nov-12,1375.75,1375.75,1388.00,1363.50,2.55M,0.04%,"1,415.14",1459.881648,1370.393352,0.5,4.0625,-6.35,0.63976378,39.01560624
8-Nov-12,1375.25,1390.25,1397.50,1372.50,2.62M,-0.99%,"1,417.43",1458.191698,1376.658302,-13.75,4.0375,-6.7,0.60261194,37.60186263
7-Nov-12,1389.00,1425.00,1431.75,1384.00,3.20M,-2.54%,"1,420.09",1455.912467,1384.262533,-36.25,4.15,-6.0125,0.69022869,40.83640836
6-Nov-12,1425.25,1411.00,1429.25,1409.75,1.48M,0.94%,"1,421.95",1454.712141,1389.187859,13.25,4.15,-4.6875,0.885333333,46.95898161
5-Nov-12,1412.00,1402.75,1415.50,1402.50,1.39M,0.46%,"1,422.49",1455.825275,1389.149725,6.5,3.4875,-5.375,0.648837209,39.35119887
2-Nov-12,1405.50,1423.25,1431.50,1405.00,2.09M,-1.25%,"1,424.38",1459.442416,1389.307584,-17.75,3.1625,-5.6625,0.558498896,35.83569405
1-Nov-12,1423.25,1402.00,1425.00,1398.50,1.71M,1.17%,"1,426.88",1463.376442,1390.373558,16.5,3.1625,-4.7875,0.660574413,39.77987421
31-Oct-12,1406.75,1412.50,1418.25,1400.50,1.78M,-0.05%,"1,428.50",1467.152296,1389.847704,-0.75,2.8875,-4.7875,0.603133159,37.62214984
30-Oct-12,1407.50,1399.25,1412.25,1393.00,-,0.00%,"1,430.40",1468.278754,1392.521246,0,3.075,-4.75,0.647368421,39.2971246
29-Oct-12,1407.50,1406.25,1407.00,1397.00,181.67K,0.00%,"1,432.08",1468.629609,1395.520391,0,3.275,-4.75,0.689473684,40.80996885
26-Oct-12,1407.50,1409.75,1412.50,1394.50,2.09M,-0.05%,"1,433.55",1468.263716,1398.836284,-0.75,3.4125,-4.75,0.718421053,41.80704441
25-Oct-12,1408.25,1406.25,1416.75,1399.50,1.81M,0.21%,"1,434.89",1467.364405,1402.410595,3,3.4125,-5.05,0.675742574,40.32496307
24-Oct-12,1405.25,1406.50,1415.00,1401.75,1.76M,-0.11%,"1,436.53",1466.557395,1406.492605,-1.5,3.9625,-5.05,0.784653465,43.9667129
23-Oct-12,1406.75,1430.75,1433.25,1402.00,1.76M,-1.63%,"1,437.61",1464.261029,1410.963971,-23.25,3.9625,-5.4875,0.722095672,41.93121693
22-Oct-12,1430.00,1424.50,1431.25,1416.75,1.78M,0.42%,"1,439.14",1461.494928,1416.780072,6,3.9625,-5.0375,0.786600496,44.02777778
19-Oct-12,1424.00,1451.25,1453.50,1423.50,2.40M,-1.89%,"1,440.21",1462.786516,1417.638484,-27.5,3.6625,-5.821,0.629187425,38.61970791
18-Oct-12,1451.50,1457.00,1459.75,1447.75,1.81M,-0.38%,"1,442.37",1466.611955,1418.130045,-5.5,3.996,-4.446,0.898785425,47.3347548
17-Oct-12,1457.00,1449.25,1457.75,1446.25,1.53M,0.53%,"1,442.82",1468.087935,1417.554065,7.75,4.046,-4.171,0.970031168,49.23938177
16-Oct-12,1449.25,1436.00,1451.50,1434.50,1.62M,0.96%,"1,442.95",1468.531021,1417.360979,13.75,3.671,-4.171,0.88012467,46.81203775
15-Oct-12,1435.50,1423.50,1436.50,1416.50,1.53M,0.98%,"1,443.45",1469.924981,1416.967019,14,2.9835,-4.246,0.702661328,41.26841414
12-Oct-12,1421.50,1428.25,1434.50,1420.00,1.62M,-0.49%,"1,444.71",1471.987987,1417.429013,-7,2.2835,-4.496,0.507895907,33.68242496
11-Oct-12,1428.50,1425.75,1439.25,1421.25,1.59M,0.16%,"1,446.92",1473.44216,1420.39984,2.25,2.7085,-4.146,0.65328027,39.51418776
10-Oct-12,1426.25,1437.00,1437.75,1425.00,1.67M,-0.68%,"1,448.36",1473.768997,1422.948003,-9.75,3.4835,-4.146,0.840207429,45.65830002
9-Oct-12,1436.00,1449.75,1454.50,1435.25,1.96M,-0.95%,"1,449.02",1472.631669,1425.410331,-13.75,3.9335,-3.6585,1.075167418,51.81111697
8-Oct-12,1449.75,1457.25,1457.25,1447.50,961.60K,-0.40%,"1,448.75",1473.111295,1424.380705,-5.75,4.1335,-2.971,1.391282396,58.1814343
5-Oct-12,1455.50,1455.75,1466.00,1451.25,1.68M,-0.02%,"1,447.58",1473.88847,1421.27853,-0.25,4.1335,-3.271,1.263680832,55.82416098
4-Oct-12,1455.75,1444.00,1457.75,1444.00,1.57M,0.76%,"1,446.72",1473.064219,1420.377781,11,4.496,-3.2585,1.379775971,57.97923786
3-Oct-12,1444.75,1440.25,1448.75,1435.50,1.55M,0.26%,"1,445.48",1472.360739,1418.606261,3.75,5.321,-3.2585,1.632959951,62.01993123
2-Oct-12,1441.00,1436.50,1446.00,1432.25,1.61M,0.28%,"1,443.42",1476.214875,1410.627125,4,5.1335,-3.3835,1.517215901,60.27357051
1-Oct-12,1437.00,1432.75,1451.50,1427.75,1.90M,0.19%,"1,441.67",1478.496482,1404.845518,2.75,4.9835,-3.3835,1.472883109,59.56137206
28-Sep-12,1434.25,1441.00,1443.50,1429.00,2.10M,-0.47%,"1,440.07",1480.368043,1399.773957,-6.75,5.246,-3.3835,1.550465494,60.79147112
27-Sep-12,1441.00,1427.50,1444.50,1427.50,1.75M,0.98%,"1,438.21",1482.847743,1393.569257,14,5.246,-3.5585,1.474216664,59.5831677
26-Sep-12,1427.00,1436.75,1439.75,1424.00,1.79M,-0.71%,"1,436.52",1483.220099,1389.821901,-10.25,4.546,-3.5835,1.268592159,55.91979827
25-Sep-12,1437.25,1451.75,1457.00,1435.00,1.81M,-0.98%,"1,435.56",1483.850202,1387.266798,-14.25,4.546,-3.096,1.468346253,59.48704528
24-Sep-12,1451.50,1450.25,1454.50,1444.75,1.26M,-1.07%,"1,434.11",1483.904428,1384.312572,-15.67,4.546,-2.4585,1.849094977,64.90113498
21-Sep-12,1467.17,1460.75,1469.25,1460.25,60.97K,0.46%,"1,432.02",1482.245721,1381.796279,6.67,5.0335,-1.675,3.005074627,75.03167623
20-Sep-12,1460.50,1459.75,1461.75,1450.00,309.52K,0.07%,"1,428.66",1477.965611,1379.359389,1,4.7,-2.2875,2.054644809,67.26296959
19-Sep-12,1459.50,1460.00,1465.50,1457.75,457.47K,0.02%,"1,426.25",1473.680004,1378.819996,0.25,4.65,-2.3,2.02173913,66.90647482
18-Sep-12,1459.25,1460.50,1463.25,1455.75,457.47K,-0.10%,"1,423.90",1468.993295,1378.806705,-1.5,4.6375,-2.4125,1.922279793,65.78014184
17-Sep-12,1460.75,1465.75,1465.75,1457.50,676.51K,-0.34%,"1,421.68",1463.711982,1379.638018,-5,4.6375,-2.3625,1.962962963,66.25
14-Sep-12,1465.75,1456.50,1474.75,1456.50,1.29M,0.58%,"1,419.40",1457.249216,1381.550784,8.5,4.75,-2.1125,2.24852071,69.21675774
13-Sep-12,1457.25,1438.25,1464.25,1435.00,2.60M,1.23%,"1,416.76",1447.740198,1385.784802,17.75,4.8,-2.1125,2.272189349,69.43942134
12-Sep-12,1439.50,1430.50,1440.25,1428.50,1.73M,0.63%,"1,414.08",1438.997564,1389.152436,9,4.0125,-2.1125,1.899408284,65.51020408
11-Sep-12,1430.50,1425.50,1437.50,1421.50,1.43M,0.28%,"1,412.18",1434.605653,1389.744347,4,3.5625,-2.1625,1.647398844,62.22707424
10-Sep-12,1426.50,1436.75,1438.00,1425.75,1.10M,-0.82%,"1,410.78",1431.843747,1389.706253,-11.75,3.3625,-2.1625,1.554913295,60.85972851
7-Sep-12,1438.25,1431.00,1438.75,1430.50,1.47M,0.51%,"1,409.58",1429.579671,1389.570329,7.25,3.4625,-1.575,2.198412698,68.73449132
6-Sep-12,1431.00,1403.50,1432.25,1403.25,2.04M,1.96%,"1,407.69",1422.834043,1392.540957,27.5,3.2125,-1.575,2.03968254,67.10182768
5-Sep-12,1403.50,1406.25,1408.25,1397.25,1.43M,-0.18%,"1,406.05",1417.116307,1394.983693,-2.5,1.9,-1.575,1.206349206,54.67625899
4-Sep-12,1406.00,1406.25,1409.50,1394.50,1.68M,0.07%,"1,405.73",1417.467747,1393.982253,1,2.25,-1.45,1.551724138,60.81081081
31-Aug-12,1405.00,1397.00,1412.25,1395.50,2.05M,0.57%,"1,404.93",1418.608548,1391.241452,8,2.25,-1.45,1.551724138,60.81081081
30-Aug-12,1397.00,1407.00,1407.75,1395.25,1.22M,-0.73%,"1,404.13",1419.550116,1388.699884,-10.25,3.2,-1.45,2.206896552,68.8172043
29-Aug-12,1407.25,1407.25,1412.50,1404.75,959.75K,-0.04%,"1,402.38",1426.622355,1378.127645,-0.5,3.2,-1.3625,2.348623853,70.1369863
28-Aug-12,1407.75,1408.25,1412.00,1403.25,1.21M,-0.04%,"1,400.54",1428.512712,1372.562288,-0.5,3.2,-1.5375,2.081300813,67.54617414
27-Aug-12,1408.25,1410.00,1416.00,1407.00,932.10K,-0.11%,"1,398.88",1428.920798,1368.829202,-1.5,3.2,-1.8125,1.765517241,63.840399
24-Aug-12,1409.75,1399.75,1412.00,1395.25,1.57M,0.70%,"1,397.49",1428.264489,1366.710511,9.75,3.2,-1.8375,1.741496599,63.5235732
23-Aug-12,1400.00,1412.25,1418.00,1398.00,1.59M,-0.87%,"1,396.13",1427.028713,1365.221287,-12.25,4.1,-1.8375,2.231292517,69.05263158
22-Aug-12,1412.25,1412.75,1414.25,1404.25,1.68M,-0.02%,"1,393.86",1429.789134,1357.935866,-0.25,5.0875,-1.225,4.153061224,80.59405941
21-Aug-12,1412.50,1414.75,1424.75,1408.00,1.73M,-0.16%,"1,390.00",1433.429919,1346.570081,-2.25,5.3625,-1.2125,4.422680412,81.55893536
20-Aug-12,1414.75,1415.00,1418.00,1409.50,1.11M,-0.04%,"1,385.85",1435.625919,1336.074081,-0.5,5.3625,-1.8125,2.95862069,74.73867596
17-Aug-12,1415.25,1413.75,1416.75,1410.75,1.14M,0.16%,"1,382.30",1433.504338,1331.095662,2.25,5.3625,-2.5125,2.134328358,68.0952381
16-Aug-12,1413.00,1403.50,1415.50,1401.75,1.50M,0.68%,"1,379.45",1429.258475,1329.641525,9.5,5.25,-3.2,1.640625,62.13017751
15-Aug-12,1403.50,1401.25,1405.75,1397.00,1.10M,0.14%,"1,377.40",1424.706503,1330.093497,2,5.0125,-3.2,1.56640625,61.03500761
14-Aug-12,1401.50,1402.00,1409.50,1397.25,1.44M,-0.07%,"1,375.59",1421.438883,1329.736117,-1,5.35,-3.2,1.671875,62.57309942
13-Aug-12,1402.50,1400.50,1404.00,1394.25,1.20M,0.00%,"1,373.44",1418.192351,1328.682649,0,5.9,-3.15,1.873015873,65.19337017
10-Aug-12,1402.50,1400.25,1402.75,1392.00,1.25M,0.14%,"1,370.69",1414.675798,1326.699202,2,5.9,-3.3625,1.75464684,63.6977058
9-Aug-12,1400.50,1398.50,1403.75,1393.75,1.18M,0.16%,"1,368.15",1410.224933,1326.075067,2.25,6.925,-3.3625,2.059479554,67.31470231
8-Aug-12,1398.25,1396.50,1400.25,1390.50,1.23M,0.09%,"1,364.59",1407.191637,1321.983363,1.25,6.8125,-3.7125,1.835016835,64.72684086
7-Aug-12,1397.00,1390.00,1403.25,1387.50,1.46M,0.50%,"1,361.49",1402.78089,1320.19411,7,6.7875,-3.7125,1.828282828,64.64285714
6-Aug-12,1390.00,1390.25,1395.75,1387.25,1.17M,0.07%,"1,358.41",1397.6809,1319.1441,1,6.4375,-4.4,1.463068182,59.40023068
3-Aug-12,1389.00,1362.25,1390.50,1360.00,1.95M,1.98%,"1,356.38",1392.873558,1319.876442,27,6.3875,-4.525,1.41160221,58.53379152
2-Aug-12,1362.00,1370.00,1383.00,1349.25,2.84M,-0.62%,"1,354.51",1387.647977,1321.377023,-8.5,5.0375,-5.0125,1.004987531,50.12437811
1-Aug-12,1370.50,1372.00,1381.50,1367.75,1.80M,-0.29%,"1,354.49",1387.599938,1321.375062,-4,5.0375,-4.9125,1.025445293,50.6281407
31-Jul-12,1374.50,1380.00,1386.50,1371.00,1.77M,-0.43%,"1,354.36",1387.238453,1321.486547,-6,5.5625,-4.7125,1.180371353,54.13625304
30-Jul-12,1380.50,1379.25,1387.50,1375.75,1.49M,-0.14%,"1,353.51",1385.047975,1321.977025,-2,5.6125,-4.4125,1.271954674,55.98503741
27-Jul-12,1382.50,1354.75,1385.00,1352.75,2.50M,2.05%,"1,352.31",1381.242941,1323.382059,27.75,7.3125,-4.3125,1.695652174,62.90322581
26-Jul-12,1354.75,1334.75,1358.75,1327.75,2.28M,1.48%,"1,349.31",1377.496517,1321.128483,19.75,5.925,-4.4625,1.327731092,57.03971119
25-Jul-12,1335.00,1331.00,1340.00,1321.25,1.84M,0.41%,"1,347.85",1377.824726,1317.875274,5.5,5.4375,-4.4625,1.218487395,54.92424242
24-Jul-12,1329.50,1343.75,1346.50,1323.75,2.12M,-1.06%,"1,346.88",1379.738954,1314.011046,-14.25,5.6125,-4.4625,1.257703081,55.70719603
23-Jul-12,1343.75,1355.50,1356.75,1332.00,2.08M,-1.07%,"1,345.73",1382.523134,1308.926866,-14.5,5.6125,-4.7625,1.17847769,54.09638554
20-Jul-12,1358.25,1371.50,1372.00,1357.00,1.80M,-1.00%,"1,344.88",1382.637938,1307.112062,-13.75,6.0375,-4.0375,1.495356037,59.92555831
19-Jul-12,1372.00,1367.25,1376.00,1366.00,1.74M,0.35%,"1,342.88",1381.872132,1303.877868,4.75,6.0375,-4.975,1.213567839,54.82406356
18-Jul-12,1367.25,1358.50,1370.50,1352.50,1.80M,0.64%,"1,341.81",1378.561605,1305.063395,8.75,5.8125,-4.975,1.168341709,53.88180765
17-Jul-12,1358.50,1347.25,1360.50,1339.25,1.97M,0.82%,"1,340.98",1376.006527,1305.943473,11,5.85,-4.975,1.175879397,54.04157044
16-Jul-12,1347.50,1351.25,1352.50,1343.00,1.55M,-0.31%,"1,340.10",1374.148881,1306.051119,-4.25,5.5265,-4.975,1.110854271,52.62581536
13-Jul-12,1351.75,1329.25,1353.25,1328.75,1.76M,1.69%,"1,339.55",1373.4497,1305.6473,22.5,5.7,-4.7625,1.196850394,54.48028674
12-Jul-12,1329.25,1336.50,1339.50,1319.75,1.90M,-0.52%,"1,338.61",1372.126313,1305.095687,-7,5.45,-4.7625,1.144356955,53.36597307
11-Jul-12,1336.25,1335.00,1342.50,1327.75,1.91M,0.06%,"1,337.92",1372.784423,1303.062577,0.75,5.45,-4.975,1.095477387,52.27817746
10-Jul-12,1335.50,1349.00,1356.50,1330.50,2.02M,-1.02%,"1,337.45",1372.662531,1302.234469,-13.75,6.4,-4.975,1.286432161,56.26373626
9-Jul-12,1349.25,1349.25,1350.25,1341.00,1.47M,-0.18%,"1,336.02",1373.784061,1298.262939,-2.5,6.4,-5.375,1.190697674,54.35244161
6-Jul-12,1351.75,1361.50,1364.00,1342.25,1.96M,-0.72%,"1,335.00",1372.358163,1297.638837,-9.75,7,-5.25,1.333333333,57.14285714
5-Jul-12,1361.50,1366.50,1375.00,1357.00,1.89M,-0.48%,"1,333.25",1370.583205,1295.913795,-6.5,7.0625,-4.7625,1.482939633,59.72515856
3-Jul-12,1368.00,1358.25,1369.50,1355.25,1.05M,0.77%,"1,330.95",1366.584061,1295.312939,10.5,8.5875,-4.4375,1.935211268,65.93090211
2-Jul-12,1357.50,1358.75,1362.25,1349.50,1.69M,0.07%,"1,326.80",1363.579484,1290.017516,1,8.6625,-4.4375,1.952112676,66.1259542
29-Jun-12,1356.50,1322.00,1359.50,1316.00,2.49M,2.57%,"1,322.57",1363.665637,1281.481363,34,8.6125,-4.4875,1.919220056,65.74427481
28-Jun-12,1322.50,1325.75,1327.75,1306.75,2.29M,-0.23%,"1,318.45",1361.70719,1275.18981,-3,6.9125,-6.25,1.106,52.51661918
27-Jun-12,1325.50,1315.75,1328.50,1312.00,1.62M,0.76%,"1,317.79",1361.189038,1274.382962,10,6.95,-6.1,1.139344262,53.25670498
26-Jun-12,1315.50,1306.75,1318.00,1303.25,1.81M,0.69%,"1,316.94",1360.368795,1273.503205,9,6.45,-7.35,0.87755102,46.73913043
25-Jun-12,1306.50,1325.50,1326.50,1302.50,1.84M,-1.53%,"1,317.84",1361.885112,1273.786888,-20.25,6.925,-7.35,0.942176871,48.51138354
22-Jun-12,1326.75,1318.50,1331.75,1318.25,1.86M,0.64%,"1,318.26",1362.01261,1274.50939,8.5,6.925,-6.7125,1.031657356,50.77910174
21-Jun-12,1318.25,1350.75,1353.25,1317.50,2.71M,-2.41%,"1,318.05",1361.66759,1274.42941,-32.5,6.8375,-6.7125,1.018621974,50.46125461
20-Jun-12,1350.75,1350.00,1355.50,1338.75,2.36M,0.02%,"1,317.92",1361.554486,1274.292514,0.25,6.8875,-5.0875,1.353808354,57.51565762
19-Jun-12,1350.50,1340.75,1357.00,1336.50,1.77M,0.71%,"1,316.12",1356.93137,1275.31563,9.5,6.875,-5.1375,1.338199513,57.23204995
18-Jun-12,1341.00,1345.25,1347.50,1327.25,2.07M,0.34%,"1,314.39",1351.853483,1276.918517,4.53,7.65,-5.1375,1.489051095,59.82404692
15-Jun-12,1336.47,1332.25,1339.75,1331.25,72.96K,0.26%,"1,311.87",1348.557674,1275.189326,3.47,7.4235,-5.6625,1.310993377,56.72856488
14-Jun-12,1333.00,1315.75,1334.50,1311.75,485.34K,1.33%,"1,310.11",1345.170525,1275.054475,17.5,7.25,-6.725,1.078066914,51.8783542
13-Jun-12,1315.50,1326.25,1327.75,1310.25,511.48K,-0.85%,"1,309.59",1343.498093,1275.676907,-11.25,6.375,-7.0125,0.909090909,47.61904762
12-Jun-12,1326.75,1307.50,1327.25,1303.75,817.73K,1.51%,"1,310.23",1345.070108,1275.379892,19.75,6.375,-6.7375,0.94619666,48.61773117
11-Jun-12,1307.00,1342.00,1349.00,1306.25,1.17M,-1.64%,"1,310.59",1346.296586,1274.878414,-21.75,5.3875,-7.5375,0.714759536,41.6827853
8-Jun-12,1328.75,1316.25,1329.50,1305.50,1.33M,0.91%,"1,312.74",1352.48654,1272.98846,12,5.3875,-6.825,0.789377289,44.11463664
7-Jun-12,1316.75,1315.25,1329.50,1312.00,2.58M,0.10%,"1,314.18",1358.210602,1270.139398,1.25,5.1125,-6.825,0.749084249,42.82722513
6-Jun-12,1315.50,1285.25,1315.75,1283.00,2.84M,2.37%,"1,315.89",1362.907506,1268.867494,30.5,5.05,-7.2,0.701388889,41.2244898
5-Jun-12,1285.00,1273.25,1286.75,1267.50,2.04M,0.94%,"1,318.04",1368.768803,1267.306197,12,3.525,-7.5625,0.466115702,31.79255919
4-Jun-12,1273.00,1275.00,1281.50,1262.00,2.34M,-0.08%,"1,322.08",1374.558356,1269.591644,-1,3.0875,-7.5625,0.408264463,28.99061033
1-Jun-12,1274.00,1306.25,1307.50,1273.50,3.28M,-2.69%,"1,326.55",1376.621948,1276.478052,-35.25,3.0875,-8.6875,0.355395683,26.22080679
